"listing__rating-model","item","item 2","item 3","item 4","ellipsize","listing__excerpt","listing__price"
"","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2022 Hyundai Creta 1.5 Trend SUV - Service Record","Hyundai Creta 1.5 Trend AT 2022 Silver On Black | KM 48.XXX | Plat B Genap | Pajak ...","Rp 205.000.000"
"","20 - 25K KM","Manual","Banten","Dealer","2011 Hyundai Starex 2.5 Mover (Diesel) MPV - Mazda CX-60 3...","Mazda CX-60 Kuro HEV AWD 2023 Odo 18rb Service Record Mazda ✅ White on Cognac 3.3L ...","Rp 675.000.000"
"Toyota Camry","50 - 55K KM","Automatic","DKI Jakarta","Dealer","2022 Toyota Camry 2.5 V Sedan - AT Istimewa Full Service R...","Yang Anda dapatkan jika membeli di BAM Autos : * Hanya menjual Mobil Bekas Berkualitas ...",""
"","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2019 Mercedes-Benz CLS350 2.0 AMG Line Coupe Coupe","MERCEDES BENZ CLS350 AMG 2019 GREY ON BLACK ODO 20.000 KM STNK BULAN 10 2026 NOPOL B ...",""
"Honda Mobilio","35 - 40K KM","Manual","Jawa Barat","Sales Agent","2022 Honda Mobilio 1.5 S MPV - Bergaransi","HONDA MOBILIO S MT 2022 Harga : 154 juta Kilometer : 36.215 Melayani cash/credit 𝘾𝘼𝙍𝙎𝙊𝙈𝙀 ...","Rp 154.000.000"
"Honda BR-V","40 - 45K KM","Automatic","Jawa Barat","Sales Agent","2023 Honda BR-V 1.5 Prestige SUV - Bergaransi","Honda BR-V Prestige AT 2023 Kilometer : 42.689 Melayani cash/credit 𝘾𝘼𝙍𝙎𝙊𝙈𝙀 𝘾𝙚𝙧𝙩𝙞𝙛𝙞𝙚𝙙 🔥🔥🔥 ...","Rp 234.000.000"
"","55 - 60K KM","Automatic","DKI Jakarta","Dealer","2021 Nissan Magnite 1.0 Premium SUV","Nissan Magnite Premium 1.0 Turbo 2021 Spesifikasi : Good Condition Pajak Bulan Oktober ...","Rp 178.000.000"
"Hyundai Santa Fe","80 - 85K KM","Automatic","Banten","Dealer","2018 Hyundai Santa Fe 2.2 XG SUV","HYUNDAI SANTA FE 2.2 XG AT 2018 Diesel Spesifikasi Utama : - Warna: PUTIH - Transmisi: AT ...","Rp 290.000.000"
"Honda CR-V","115 - 120K KM","Automatic","Banten","Dealer","2008 Honda CR-V 2.4 SUV - CRV SE MUGEN AT MATIC PERFECT CO...","HONDA CRV 2.4 SE MUGEN AT 2008 WRN ABU2 METALIK (PAJAK PANJANG SD OKT 2026) -Harga Paket ...","Rp 88.000.000"
"","45 - 50K KM","Automatic","DKI Jakarta","Sales Agent","2021 KIA Sonet 1.5 Premiere SUV - Harga Special Ngabisin S...","Kia Sonet Premiere 1.5 Automatic, 2021 Harga : Rp 209.000.000 Info / Pembelian hubungi : ...","Rp 209.000.000"
"Toyota Rush","15 - 20K KM","Automatic","Jawa Barat","Sales Agent","2024 Toyota Rush 1.5 GR Sport SUV","🚗 Cari mobil bekas berkualitas? Di CARSOME aja! ✅ Kondisi terjamin ✅ Proses mudah & aman ...","Rp 260.000.000"
"Daihatsu Terios","45 - 50K KM","Automatic","Banten","Dealer","2021 Daihatsu Terios 1.5 R SUV - LOW KM 50RB.. AT MATIC PE...","DAIHATSU TERIOS 1.5 R MATIC 2021 WRN PUTIH Paket Kredit 185.500 Harga Cash 205.850 -TDP ...","Rp 185.500.000"
"Honda HR-V","45 - 50K KM","Automatic","Banten","Dealer","2022 Honda HR-V 1.5 Turbo RS SUV - LOW KM 50RB.. HRV RS TU...","HONDA HRV 1.5 RS TURBO HS SENSING 2022 PANORAMIC MATIC (VARIAN TERTINGGI) LOW KM 50RB.! ...","Rp 317.500.000"
"Toyota Rush","75 - 80K KM","Automatic","Banten","Dealer","2017 Toyota Rush 1.5 TRD Sportivo SUV - LOW KM 80RB.. S AT...","TOYOTA RUSH 1.5 S TRD SPORTIVO AT 2017 WRN PUTIH LOW KM 80RB.! -Harga Paket Kredit ...","Rp 160.500.000"
"Toyota Kijang Innova","65 - 70K KM","Automatic","Banten","Dealer","2017 Toyota Kijang Innova 2.4 V MPV - (LOW KM 70RB) INNOVA...","TOYOTA INNOVA 2.4 V LUXURY DIESEL AT 2017 LOW KM 70RB..! WRN ABU ABU METALIK Paket Kredit ...","Rp 303.500.000"
"Toyota Voxy","70 - 75K KM","Automatic","DKI Jakarta","Dealer","2018 Toyota Voxy 2.0 MPV","°ＣＡＲＳＯＭＥ ＣＥＲＴＩＦＩＥＤ° 𝐁𝐎𝐎𝐊 𝐍𝐎𝐖, Sebelum Kehabisan...!!! ℙ𝕦𝕤𝕒𝕥 𝕁𝕦𝕒𝕝 𝔹𝕖𝕝𝕚 𝔹𝕖𝕣𝕜𝕦𝕒𝕝𝕚𝕥𝕒𝕤 𝗛𝗮𝗿𝗴𝗮 ...",""
"Honda HR-V","35 - 40K KM","Automatic","Banten","Broker","2022 Honda HR-V 1.5 Special Edition SUV - (mobil irit mewa...","Honda HR-V 1.5L SE CVT 2022 Odo (39rb) Meteoroid Gray Metallic Service Record Honda ✅️ ...","Rp 268.000.000"
"Toyota Fortuner","75 - 80K KM","Automatic","Banten","Dealer","2017 Toyota Fortuner 2.4 VRZ 4X4 SUV - LOW KM 80RB.. VRZ T...","TOYOTA FORTUNER 2.4 VRZ TRD SPORTIVO TH 2018 DIESEL MATIC WRN HITAM METALIK LOW KM 80RB.! ...","Rp 349.500.000"
"Toyota Yaris","45 - 50K KM","Automatic","Banten","Dealer","2021 Toyota Yaris 1.5 TRD Sportivo 7 AB Hatchback - LOW KM...","TOYOTA YARIS S GR SPORT 2021 AUTOMATIC 7 AIRBAGS (VARIAN TERTINGGI) WRN ABU2 METALIK ...","Rp 193.500.000"
"Mitsubishi Xpander","25 - 30K KM","Automatic","Jawa Barat","Sales Agent","2023 Mitsubishi Xpander 1.5 Ultimate MPV - Bergaransi","Xpander Ultimate AT 2023 Kilometer : 29.293 Melayani cash/credit 𝘾𝘼𝙍𝙎𝙊𝙈𝙀 𝘾𝙚𝙧𝙩𝙞𝙛𝙞𝙚𝙙 🔥🔥🔥 - ...","Rp 258.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2023 Mercedes-Benz BRABUS G800 4.0 BRABUS SUV - BRAND NEW ...","BRAND NEW 2023 Mercedes BRABUS GLS 800. - 24” Wheels. - Full Carbon Package. - Harga : ...","Rp 8.750.000.000"
"BMW 330i","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2016 BMW 330i 2.0 M Sport Sedan","BMW 330i M-Sport 2016 Spesifikasi : Good Condition Nik 2016 Black on Black Interior Pajak ...","Rp 375.000.000"
"Toyota Kijang Innova","145 - 150K KM","Automatic","Banten","Dealer","2014 Toyota Kijang Innova 2.5 G MPV - INNOVA DIESEL AT MAT...","TOYOTA INNOVA G 2.5 DIESEL AT TH 2014 AKHIR (SUDAH VELG TWO TONE) WRN ABU ABU TUA METALIK ...","Rp 215.500.000"
"Toyota Fortuner","60 - 65K KM","Automatic","Banten","Broker","2018 Toyota Fortuner 2.4 VRZ 4X2 SUV - KM low pajak super ...","Toyota Fortuner VRZ 2.4 AT (Diesel) 2018 Odo (67rb) Phantom Brown Metallic on Black ...","Rp 339.000.000"
"Honda Brio","65 - 70K KM","Automatic","Banten","Dealer","2018 Honda Brio 1.2 RS Hatchback - LOW KM.. CVT AT MATIC F...","HONDA BRIO RS CVT MATIC TH 2018 WRN PUTIH LOW KM 70RB.! PAJAK PANJANG SD MARET 2027 ...","Rp 126.500.000"
"Honda HR-V","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2022 Honda HR-V 1.5 Special Edition SUV","Honda HR-V 1.5 SE 2022 Putih KM 34 RB Nopol Genap Pajak Bln 7 Nama Perorangan Tng 1 ...","Rp 295.000.000"
"Suzuki Ertiga","35 - 40K KM","Automatic","Banten","Dealer","2022 Suzuki Ertiga 1.5 Hybrid GX MPV - LOW KM 40RB.. GX AT...","SUZUKI ERTIGA 1.5 GX HYBRID AT 2022 WRN ABU2 METALIK -Harga Paket Kredit 177.500 -Harga ...","Rp 177.500.000"
"","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2023 Toyota Yaris Cross 1.5 S HV (2 Tone) with GR Parts Ae...","*TOYOTA YARIS CROSS GR HYBRID 2023 PUTIH A/T. KM 29RB. PAJAK 12/2026.* Cash 359 Kredit ...","Rp 337.000.000"
"Honda HR-V","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2025 Honda HR-V 1.5 Modulo Edition SE SUV","*HONDA HR-V SE 2025 PUTIH A/T. KM 14RB. PAJAK 06/2026.* Cash 387 Kredit 363 Untuk ...","Rp 363.000.000"
"","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2022 Hyundai Palisade 2.2 Signature SUV - Murah dan Terper...","HYUNDAI PALISADE SIGNATURE HITAM 2022 A/T. KM 30RB. PAJAK 09/2026. Cash 699 Kredit 635 ...","Rp 699.000.000"
"","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2025 Hyundai Creta 1.5 N Line Turbo SUV - Murah dan Terper...","*HYUNDAI CRETA N-LINE 1.5 TURBO 2025 PUTIH A/T. KM 8100. PAJAK 03/2027.* Cash 444jt ...","Rp 420.000.000"
"Mazda CX-3","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2024 Mazda CX-3 1.5 Sport SUV - CX 3 Murah Dan Terpercaya ...","*MAZDA CX-3 SPORT SUNROOF 2024 MERAH A/T. KM 20RB. PAJAK 01/2027.* Cash 379 Kredit 355 ...","Rp 355.000.000"
"Mitsubishi Pajero Sport","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2023 Mitsubishi Pajero Sport 2.4 Dakar 4x2 SUV - Murah dan...","*MITSUBISHI PAJERO 4X2 DAKAR 2023 HITAM A/T. KM 38RB. PAJAK 05/2027.* Cash 535 Kredit 499 ...","Rp 499.000.000"
"Mazda CX-5","90 - 95K KM","Automatic","DKI Jakarta","Dealer","2014 Mazda CX-5 2.5 Touring SUV - CX5 Murah dn Terpercaya ...","*MAZDA CX-5 TOURING 2014 PUTIH A/T. KM 93RB. PAJAK 05/2027.* Cash 173 Kredit 159 Untuk ...","Rp 159.000.000"
"MINI Countryman","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2022 MINI Countryman 1.5 Cooper SUV","Mini Cooper Countryman 1.5L 2022 Silver KM 14 RB Nopil 3 Angka Genap Pajak Bln 10 Nama ...","Rp 550.000.000"
"Toyota Fortuner","70 - 75K KM","Automatic","DKI Jakarta","Dealer","2019 Toyota Fortuner 2.4 VRZ TRD 4X2 SUV - Murah dan Terpe...","VRZ AT 2019 KM 71RB PJK 9-2026 HITAM Cash 379 Kredit 349 Untuk mengetahui lebih lanjut ...","Rp 349.000.000"
"Honda Brio","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2024 Honda Brio 1.2 Satya E Hatchback - Murah Dan Terperca...","HONDA BRIO E GREY 2024 A/T. KM 33RB. PAJAK 03/2026. Cash 175 Kredit 163 Untuk mengetahui ...","Rp 163.000.000"
"Toyota Sienta","65 - 70K KM","Automatic","Banten","Dealer","2018 Toyota Sienta 1.5 Q MPV - LOW KM.. MODELISTA AT MATIC...","TOYOTA SIENTA 1.5 Q MATIC TH 2019 WRN ORANGE METALIK (TYPE Q VARIAN TERTINGGI) PAJAK ...","Rp 162.500.000"
"BMW 320i","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2016 BMW 320i 2.0 Sport Sedan","BMW 320i Sport 2016 Putih KM 48 RB Nopol Genap Pajak Bln 3 Tahun 2027 Nama Perorangan ...","Rp 295.000.000"
"Toyota Avanza","45 - 50K KM","Automatic","Banten","Dealer","2022 Toyota Avanza 1.5 G MPV - LOW KM 50RB.. AT MATIC PERF...","TOYOTA AVANZA G 1.5 MATIC 2022 WRN HITAM METALIK -Harga Paket Kredit 178.500 -Harga Cash ...","Rp 178.500.000"
"","20 - 25K KM","Automatic","DKI Jakarta","Dealer","2023 Chery Omoda 5 1.5 RZ SUV","Chery Omoda 5 RZ Lux 1.5 TCI 2023 Putih KM 24 RB Nopol Ganjil Pajak Bln 7 thn 2027 Tng 1 ...","Rp 255.000.000"
"","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2025 Toyota Raize 1.2 G (1 Tone) SUV","Toyota Raize 1.2 CVT 2025 Abu Abu KM 7 RB Tng 1 Nama perorangan Nopol Genap Pajak bln 3 ...","Rp 210.000.000"
"Lexus RX 300","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2022 Lexus RX 300 2.0 F Sport SUV","Lexus RX300 F Sport 2022 (nik 2022) Kilometer 14rb Hitam metalik Pajak 03-2027 Harga ...","Rp 861.000.000"
"","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2020 Mercedes-Benz C300 2.0 AMG Final Edition Sedan","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• Mercedes Benz C300 AMG Facelift Final Edition(W205) 2021 • White on Black ...","Rp 525.000.000"
"BMW X1","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2018 BMW X1 1.5 sDrive18i xLine SUV","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• BMW X1 F48 XLine 2018 Panoramic • Tipe Tertinggi Favorite Colour White on ...","Rp 285.000.000"
"Lexus NX 200T","55 - 60K KM","Automatic","DKI Jakarta","Dealer","2017 Lexus NX 200T 2.0 F Sport SUV","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• Lexus NX200t F-Sport 2.0 2017 • Black on Black (Super Favorite Colour) Plat B ...","Rp 399.000.000"
"Toyota Rush","55 - 60K KM","Automatic","Banten","Dealer","2020 Toyota Rush 1.5 TRD Sportivo SUV","JUNI EXTRA HEMAT! 🚗 ✅ Diskon Cash sampai 10 JUTA ✅ Mau Trade In? Dapat EXTRA DISKON 3 ...","Rp 206.000.000"
"Toyota Avanza","80 - 85K KM","Manual","Jawa Barat","Dealer","2019 Toyota Avanza 1.3 Transmover MPV","JUNI EXTRA HEMAT! 🚗 ✅ Diskon Cash sampai 10 JUTA ✅ Mau Trade In? Dapat EXTRA DISKON 3 ...","Rp 128.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2023 Chery Omoda 5 1.5 RZ SUV","Chery Omoda 5 RZ Luxury 230T 1.5 Sunroof AT Grey NIK 2023 KM 4rban Perak SUPER ANTIK ...","Rp 265.000.000"
"Mercedes-Benz GLA200","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2020 Mercedes-Benz GLA200 1.6 AMG Line SUV","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• Mercedes Benz GLA200 AMG Night 2020 • Plat B Genap Black on Alcantara Black ...","Rp 339.000.000"
"Honda CR-V","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2022 Honda CR-V 1.5 Turbo Prestige SUV","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• Honda CRV Turbo 1.5 Prestige Sensing 2022 • Black on Black (Super Favorite ...","Rp 385.000.000"
"Nissan X-Trail","115 - 120K KM","Automatic","DKI Jakarta","Dealer","2014 Nissan X-Trail 2.5 SUV","Nissan Xtrai t32 2.5 2014 Hitam Metalik Automatic Harga kredit 135 juta Tdp 18 juta ...",""
"BMW X5","25 - 30K KM","Automatic","DKI Jakarta","Dealer","2018 BMW X5 3.0 xDrive35i xLine SUV","𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚• BMW X5 xDrive35i xLine 2019 • Black on Brown (Super Favorite Colour) Plat B ...","Rp 425.000.000"
"Toyota Rush","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2021 Toyota Rush 1.5 TRD Sportivo SUV - S TRD AT","Toyota Rush 1.5 S TRD 2021 Silver Metalic On Black | KM 45.XXX | Plat B Ganjil|Pajak ...","Rp 200.000.000"
"","40 - 45K KM","Automatic","DKI Jakarta","Dealer","2021 Toyota Raize 1.0 GR Sport (1 Tone) SUV - TDp 17jt","Toyota Raize 1.0 GR Sport 2021 Turbo Non TSS Automatic Total DP Rp 17 juta Warna Merah ...",""
"BMW X5","10 - 15K KM","Automatic","Banten","Dealer","2023 BMW X5 3.0 xDrive40i xLine SUV - Black Sapphire On Bl...","BMW G05 X5 XDRIVE XLINE 40i •NIK 2023 •Warna Black Sapphire on Black •KM 14.500 (Bukan ...",""
"","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2025 Hyundai Creta 1.5 N Line SUV - Low KM Sevice Record  ...","Hyundai Creta 1.5 N Line Turbo 4x2 AT 2025 Silver Matte On Black | KM 13.XXX | Plat B ...","Rp 345.000.000"
"Mercedes-Benz GLA200","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2019 Mercedes-Benz GLA200 1.6 AMG Line SUV","Harga Untuk Kredit Harga Tunai Beda Lagi ( Tdp lebih dari 30% otr kredit beda lagi ) ...","Rp 375.999.000"
"BMW X1","44000 KM","Automatic","DKI Jakarta","Dealer","2018 BMW X1 1.5 sDrive18i xLine SUV - Full cat ori sdrive ...","Khusus yg cari unit antik full body cat original Kondisi istimewa sekali Jaminan semua ...","Rp 310.000.000"
"BMW 520i","15 - 20K KM","Automatic","Banten","Dealer","2023 BMW 520i 2.0 M Sport Sedan - 50 Zahre Edition Phtyoni...","G30 520i MSPORT (50 Jahre Edition) •NIK 2023 •Warna Phytonic Blue On Black •KM 19ribuan ...",""
"Toyota Camry","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2020 Toyota Camry 2.5 V Sedan","Harga Untuk Kredit Harga Tunai Beda Lagi ( Tdp lebih dari 30% otr kredit beda lagi ) ...","Rp 288.999.000"
"","5 - 10K KM","Automatic","DKI Jakarta","Dealer","2025 Hyundai Stargazer X 1.5 Prime MPV","Plat B genap Hyundai Stargazer x Prime Captainseat AT White NIK 2025 Pajak bulan 7 ...","Rp 270.000.000"
"","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2022 Toyota Raize 1.0 GR Sport (2 Tone) SUV - GR Two tone ...","Toyota Raize 1.0 GR Turbo Two Tone Non TSS CVT 2022 Blue Turquise on Black | KM 30.XXX | ...","Rp 195.000.000"
"Honda Brio","75 - 80K KM","Automatic","Jawa Barat","Dealer","2021 Honda Brio 1.2 Satya E Hatchback - Diskon Cash hingga...","JUNI EXTRA HEMAT! 🚗 ✅ Diskon Cash sampai 10 JUTA ✅ Mau Trade In? Dapat EXTRA DISKON 3 ...","Rp 147.000.000"
"","15 - 20K KM","Automatic","DKI Jakarta","Dealer","2023 Toyota Raize 1.2 G (1 Tone) SUV - G Non Turbo Matic L...","Toyota Raize 1.2 G CVT 2023 Gray on Black | KM 19.XXX | Plat B Genap | Pajak 03.2027 ...","Rp 178.000.000"
"Honda BR-V","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2022 Honda BR-V 1.5 Prestige SUV - BRV SENSING AT","Honda BR-V Prestige CVT 2022 White Pearl on Black | KM 50.XXX | Plat B Genap | Pajak ...","Rp 210.000.000"
"Toyota Vellfire","75 - 80K KM","Automatic","DKI Jakarta","Dealer","2016 Toyota Vellfire 2.5 ZG MPV - PREMIUM SOUND AT RECORD ...","Toyota Vellfire 2.5 ZG Premium Sound AT 2016 Black on Black | KM 80.XXX | Plat B Genap | ...","Rp 465.000.000"
"","35 - 40K KM","Automatic","Banten","Dealer","2023 Hyundai Creta 1.5 Prime SUV - Two Tone 4x2 IVT AT","Hyundai Creta 1.5 Prime Two Tone 4x2 AT White on Black | KM 46.XXX | Plat B Genap | Pajak ...","Rp 258.000.000"
"MINI Countryman","35 - 40K KM","Automatic","DKI Jakarta","Sales Agent","2020 MINI Countryman 2.0 Blackheath Edition SUV - . GAYA P...","BLACK IS BACK‼️ EDISI TERBATAS HANYA 24 UNIT DI INDONESIA GO BIG, STAY ICONIC! HANYA DI ...",""
"Mitsubishi Pajero Sport","35 - 40K KM","Automatic","Banten","Dealer","2022 Mitsubishi Pajero Sport 2.4 Dakar 4x2 SUV - LOW KM 40...","MITSUBISHI PAJERO DAKAR AT 2022 DIESEL SUNROOF WRN HITAM BARCODE SOLAR LENGKAP..! Paket ...","Rp 438.500.000"
"Toyota Camry","65 - 70K KM","Automatic","Banten","Dealer","2021 Toyota Camry 2.5 V Sedan - (LOW KM) AT SUNROOF MATIC ...","TOYOTA CAMRY V 2.5 AT TH 2022 SUNROOF WRN HITAM METALIK NIK 2021 -Harga Paket Kredit ...","Rp 323.500.000"
"Suzuki Ertiga","35 - 40K KM","Automatic","Banten","Dealer","2024 Suzuki Ertiga 1.5 Hybrid Cruise MPV - NEW CRUISE HYBR...","SUZUKI ERTIGA NEW CRUISE HYBRID AT 2025 WRN HITAM METALIK (VARIAN TERTINGGI) Paket Kredit ...","Rp 212.500.000"
"Mitsubishi Xpander","65 - 70K KM","Automatic","Banten","Dealer","2017 Mitsubishi Xpander 1.5 Ultimate MPV - LOW KM 70RB.. A...","MITSUBISHI XPANDER ULTIMATE AT 2017 WRN SILVER METALIK (VARIAN TERTINGGI) Paket Kredit ...","Rp 171.500.000"
"Toyota Kijang Innova","145 - 150K KM","Automatic","DKI Jakarta","Dealer","2018 Toyota Kijang Innova 2.4 Venturer MPV","Toyota Innova Venturer 2.4 Diesel Automatic 2018 Spesifikasi : Good Condition Pajak Bulan ...","Rp 340.000.000"
"Honda Accord","50 - 55K KM","Automatic","DKI Jakarta","Dealer","2017 Honda Accord 2.4 VTi-L Sedan - (KM50000) 2018 NIK IST...","(KM50000) HONDA ACCORD VTI-L 2018 NIK 2017 ISTIMEWA KM RENDAH MOBIL KAMI DIJAMIN DENGAN : ...","Rp 180.000.000"
"","80 - 85K KM","Automatic","DKI Jakarta","Dealer","2022 Hyundai Creta 1.5 Prime SUV","Hyundai Creta Prime AT 2022 Silver Two Tone Spec: ‎- Tipe Mesin: Engine 1.5 DOHC Multi ...","Rp 245.000.000"
"Toyota Rush","30 - 35K KM","Automatic","DKI Jakarta","Sales Agent","2023 Toyota Rush 1.5 GR Sport SUV","🔥 𝘽𝙀𝙇𝙄 𝙈𝙊𝘽𝙄𝙇 𝘽𝙀𝙆𝘼𝙎 𝙏𝘼𝙉𝙋𝘼 𝙋𝙀𝙍𝙇𝙐 𝙆𝙃𝘼𝙒𝘼𝙏𝙄𝙍 🔥 🚘 Toyota rush GR 1.5 2023 Harga OTR Rp. ...","Rp 255.000.000"
"Nissan X-Trail","60 - 65K KM","Automatic","DKI Jakarta","Dealer","2018 Nissan X-Trail 2.5 SUV","Nissan X-trail 2.5 2018 Spesifikasi : Good Condition Pajak Bulan Juli 2026 Kilometer ...","Rp 195.000.000"
"","45 - 50K KM","Automatic","DKI Jakarta","Dealer","2022 Toyota Raize 1.0 GR Sport (2 Tone) SUV","Mobil : Toyota Raize 1.0T GR Sport Two Tone Tahun : 2022 Nopol : B (ganjil) DFR KM : 51rb ...","Rp 182.000.000"
"","40 - 45K KM","Automatic","DKI Jakarta","Dealer","2023 Hyundai Stargazer 1.5 Prime MPV","*HYUNDAI STARGAZER PRIME 2023 GREY A/T. KM 40RB. PAJAK 01/2027.* Cash 219 Kredit 205 Tdp ...","Rp 205.000.000"
"Suzuki Baleno","55 - 60K KM","Automatic","DKI Jakarta","Dealer","2018 Suzuki Baleno 1.4 Hatchback - MATIC - LOW KM","Suzuki Baleno 2018 MATIC Harga untuk kredit Rp.145.000.000,- (Bisa dibicarakan) (Syarat ...","Rp 145.000.000"
"Toyota Alphard","40 - 45K KM","Automatic","DKI Jakarta","Dealer","2023 Toyota Alphard 2.5 G MPV","|For Sale Toyota Alphard 2.5 G CVT AH30 • NIK 2023 • Odo 43.xxx KM Performance : • 2.5L ...",""
"Toyota Voxy","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2025 Toyota Voxy 2.0 (Non Premium Color) MPV","Toyota Voxy 2.0 CVT TSS Facelift Camera360 AT Black NIK 2025 pajak bulan 7 Km 4rb ANTIK ...","Rp 495.000.000"
"Jeep Compass","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2018 Jeep Compass 1.4 Longitude SUV","For Sale JEEP Compass Longitude -Engine 1.400cc AirMaticTurbo ( 162 Hp ) Transmission ...","Rp 210.000.000"
"","10 - 15K KM","Automatic","DKI Jakarta","Dealer","2024 Hyundai IONIQ 5 Signature Long Range SUV - 0.0","FREE GAGE Hyundai Ioniq 5 Long Range Signature AT BLUELINK NIK 2023 PEMAKAIAN 2024 White ...","Rp 455.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2022 BMW 840i 3.0 M Technic Coupe","BMW 840i COUPE M SPORT NIK 2022 SUNSET ORANGE ON BLACK KM 3.000 PAJAK BULAN 11 PLAT B - ...",""
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2023 Mercedes-Benz EQS450 AMG Line 4MATIC SUV - 0.0","MERCEDES BENZ EQS 450 4MATIC+ AMG NIK 2023 WHITE ON BLACK KM 4.000 PAJAK BULAN 02 PLAT B ...","Rp 2.249.000.000"
"","30 - 35K KM","Automatic","DKI Jakarta","Dealer","2023 Hyundai IONIQ 5 Signature Long Range SUV - 0.0 TERMUR...","Hyundai IONIQ 5 Signature Long Range BlueLink 2023 • Grey on Black (Favorite Colour) Plat ...","Rp 415.000.000"
"","41000 KM","Automatic","DKI Jakarta","Dealer","2017 Mercedes-Benz C300 2.0 AMG Line CKD Sedan - 2,0 AMG  ...","*Mercedes C300 AMG* NIK 2017 B Genap Silver Pajak 7/3/26 Km. 40rb OTR KREDIT 445jt TDP ...","Rp 445.000.000"
"Hyundai Kona","50 - 55K KM","Automatic","DKI Jakarta","Dealer","2021 Hyundai Kona Signature SUV - 0.0","*Hyundai KONA 2.0 EV Facelift* NIK 2021 B Genap Merah Pajak bln 10 - 26 Km. 51rb OTR ...",""
"Honda Mobilio","145 - 150K KM","Automatic","Jawa Barat","Private","2015 Honda Mobilio 1.5 E Prestige MPV","Honda Mobilio Prestige CVT 2015 Silver Metallic, Rawatan bengkel resmi Honda, Siap Pakai ...","Rp 133.000.000"
"","70 - 75K KM","Automatic","DKI Jakarta","Dealer","2016 Lexus RX 200t 2.0 SUV","HARGA KHUSUS KREDIT LEXUS RX200T LUXURY 2016 - pajak bln 05/26 - km 70rban - ⁠plat genap ...","Rp 460.000.000"
"Suzuki Grand Vitara","35 - 40K KM","Automatic","Jawa Timur","Private","2024 Suzuki Grand Vitara 1.5 GX (Two Tone) SUV - GX AT Hyb...","For Sale License [N Ganjil HC] Pajak Off 03/2026 Suzuki Grand Vitara GX Hybrid 1.5 Two ...","Rp 290.000.000"
"Suzuki Ertiga","20 - 25K KM","Automatic","Jawa Timur","Dealer","2023 Suzuki Ertiga 1.5 Hybrid GX MPV","*Butuh Mobil Bekas Berkualitas? _Pilih Petrus Simon!_* ****/**** *Keunggulan Kami:* • DP ...","Rp 215.000.000"
"","35 - 40K KM","Automatic","DKI Jakarta","Dealer","2017 Lexus RX 200t 2.0 Luxury SUV","LEXUS RX200T LUXURY 2017 - pajak bln 03/27 - ⁠plat ganjil - TV Monitor Ori + 4 Camera - ...","Rp 545.000.000"
"","0 - 5K KM","Automatic","DKI Jakarta","Dealer","2025 Lexus RX 500H 2.4 F Sport+ SUV - F Sport","LEXUS RX500 HYB F- SPORT NIK 2025 BLACK ON RED -KM 2.000 an on going -Pajak bln 06/26 ...","Rp 1.895.000.000"
"Toyota Fortuner","2000 KM","Automatic","DKI Jakarta","Dealer","2024 Toyota Fortuner 2.8 GR Sport 4X4 SUV - 2,8","TOYOTA FORTUNER GR SPORT 2.8 4X4 DIESEL AT NIK 2024 BLACK ON BLACK - KM 2000 an on going ...","Rp 595.000.000"
